name	address	website	summary
University of Cambridge	Trinity Lane Cambridge, CB2 1TN United Kingdom	http://www.cam.ac.uk/	The University of Cambridge, located around 60 miles north of London, traces its history back to 1209. Around 19,000 students attend the university and more than 35 percent of them study at the graduate level. There are six schools: arts and humanities; biological sciences; clinical medicine; humanities and social sciences; physical sciences; and technology. Dozens of academic departments and other divisions constitute these schools. The academic calendar at Cambridge is divided into three terms – Michaelmas (fall), Lent (winter) and Easter (spring). English is the language of instruction at the university. Cambridge contains 31 residential colleges, which are responsible for admitting undergraduate and graduate students; three colleges – Lucy Cavendish College, Murray Edwards College and Newnham College – are women-only. Some small-group instruction for undergraduates also takes place at the colleges. Most undergraduate students at the University of Cambridge are guaranteed college housing for at least three years. Many new graduate students can also utilize college housing. Around 20 percent of the student body is from outside of the European Union; tuition costs are higher for non-EU students and vary depending on the field of study. Cambridge has more than 100 libraries, including college and department libraries. The university has around 140 centers and institutes that contribute to different areas of research, such as the Centre of African Studies; the Cambridge Centre for Economic and Public Policy; and the Institute of Theoretical Geophysics. In a recent year, the university received around $415 million in research grants and contracts. The University of Cambridge, located around 60 miles north of London, traces its history back to 1209. Around 19,000 students attend the university and more than 35 percent of them study at the graduate level. There are six schools: arts and humanities; biological sciences; clinical medicine; humanities and social sciences; physical sciences; and technology. Dozens of academic departments and other divisions constitute these schools. The academic calendar at Cambridge is divided into three terms – Michaelmas (fall), Lent (winter) and Easter (spring). English is the language of instruction at the university. Cambridge contains 31 residential colleges, which are responsible for admitting undergraduate and graduate students; three colleges – Lucy Cavendish College, Murray Edwards College and Newnham College – are women-only. Some small-group instruction for undergraduates also takes place at the colleges. Most undergraduate students at the University of Cambridge are guaranteed college housing for at least three years. Many new graduate students can also utilize college housing. Around 20 percent of the student body is from outside of the European Union; tuition costs are higher for non-EU students and vary depending on the field of study. Cambridge has more than 100 libraries, including college and department libraries. The university has around 140 centers and institutes that contribute to different areas of research, such as the Centre of African Studies; the Cambridge Centre for Economic and Public Policy; and the Institute of Theoretical Geophysics. In a recent year, the university received around $415 million in research grants and contracts.
University of Hong Kong	Pok Ful Lam Road Pok Fu Lam Hong Kong	http://www.hku.hk/	
Shenzhen University	3688 Nanhai Ave Shenzhen, Guangdong 518060 China	http://www.szu.edu.cn/2014/en/	
University of Edinburgh	Old College, South Bridge Edinburgh, Scotland EH8 9YL United Kingdom	http://www.ed.ac.uk/home	The University of Edinburgh is a public institution that was founded in 1583. It is spread across five campuses in Edinburgh, Scotland – the capital and one of the country's largest cities. The university's Central Area Campus contains the main administrative buildings and library as well as humanities and social science facilities. The other sites are the King’s Buildings, Easter Bush, Little France and Western General Hospital campuses. Tuition costs are higher for students from outside Scotland and the European Union. The university has three colleges – arts, humanities and social science; medicine and veterinary medicine; and science and engineering – with a combined total of 20 schools. The university’s academic calendar is semester-based, and the primary language of instruction is English. Students can enroll in free six-week introductory Gaelic classes to get a taste of Scotland's historical language. First-year undergraduate students who are from outside Edinburgh are guaranteed housing. Graduate student accommodations are also available and are guaranteed for new graduate students from outside the EU. One notable research achievement associated with the university is the first cloning of a mammal from an adult somatic cell. Dolly, a sheep, was cloned at the University of Edinburgh’s Roslin Institute in 1996. Some of the university's other research centers and institutes include the Centre on Constitutional Change, the MRC Institute of Genetics and Molecular Medicine and the UK Centre for Astrobiology. The University of Edinburgh is a public institution that was founded in 1583. It is spread across five campuses in Edinburgh, Scotland – the capital and one of the country's largest cities. The university's Central Area Campus contains the main administrative buildings and library as well as humanities and social science facilities. The other sites are the King’s Buildings, Easter Bush, Little France and Western General Hospital campuses. Tuition costs are higher for students from outside Scotland and the European Union. The university has three colleges – arts, humanities and social science; medicine and veterinary medicine; and science and engineering – with a combined total of 20 schools. The university’s academic calendar is semester-based, and the primary language of instruction is English. Students can enroll in free six-week introductory Gaelic classes to get a taste of Scotland's historical language. First-year undergraduate students who are from outside Edinburgh are guaranteed housing. Graduate student accommodations are also available and are guaranteed for new graduate students from outside the EU. One notable research achievement associated with the university is the first cloning of a mammal from an adult somatic cell. Dolly, a sheep, was cloned at the University of Edinburgh’s Roslin Institute in 1996. Some of the university's other research centers and institutes include the Centre on Constitutional Change, the MRC Institute of Genetics and Molecular Medicine and the UK Centre for Astrobiology.
Universite Paris Saclay	Espace Technologique, Bat. Discovery Saint-Aubin, 91190 France	https://www.universite-paris-saclay.fr/en	
Polytechnic University of Milan	Piazza Leonardo da Vinci, 32 Milan, 20133 Italy	http://www.polimi.it/en/	
University of Erlangen Nuremberg	Schlossplatz 4 Erlangen, 91054 Germany	http://www.uni-erlangen.org/	
Sungkyunkwan University	25-2, Sungkyunkwan-ro, Jongno-gu Seoul, 110-745 South Korea	http://www.skku.edu/eng_home/index.jsp	Sungkyunkwan University, also known as SKKU, is a private institution that traces its roots back to 1398, when it was founded by royal decree during the Joseon Dynasty. The South Korean university is spread across two campuses – a humanities and social sciences campus in Seoul as well as a natural sciences campus in Suwon, around 28 miles outside of the capital city. Tuition is the same for domestic and international students and varies by academic subject. Scholarships are available for international students, including merit scholarships from SKKU in which the student's GPA determines the award amount. University housing for undergraduate and graduate students is available at both campuses. SKKU has academic divisions offering studies in a variety of fields, including Confucian studies and Eastern philosophy, economics and engineering, among many others. The affiliated Sungkyun Language Institute has both English and Korean language programs. SKKU offers more than 30 dual degree programs in partnership with institutions around the world, such as Fudan University in China and the Massachusetts Institute of Technology and Indiana University—Bloomington in the U.S. The university's academic calendar is semester-based, and the primary language of instruction is Korean, though many courses are offered in English. Some degree programs, such as the SKK Graduate School of Business MBA program, are taught fully in English. Among the university's research institutes and centers are the Center for East Asian History, the Nano/Bio Fusion Technology Research Center and the Zero Emission Center. Sungkyunkwan University, also known as SKKU, is a private institution that traces its roots back to 1398, when it was founded by royal decree during the Joseon Dynasty. The South Korean university is spread across two campuses – a humanities and social sciences campus in Seoul as well as a natural sciences campus in Suwon, around 28 miles outside of the capital city. Tuition is the same for domestic and international students and varies by academic subject. Scholarships are available for international students, including merit scholarships from SKKU in which the student's GPA determines the award amount. University housing for undergraduate and graduate students is available at both campuses. SKKU has academic divisions offering studies in a variety of fields, including Confucian studies and Eastern philosophy, economics and engineering, among many others. The affiliated Sungkyun Language Institute has both English and Korean language programs. SKKU offers more than 30 dual degree programs in partnership with institutions around the world, such as Fudan University in China and the Massachusetts Institute of Technology and Indiana University—Bloomington in the U.S. The university's academic calendar is semester-based, and the primary language of instruction is Korean, though many courses are offered in English. Some degree programs, such as the SKK Graduate School of Business MBA program, are taught fully in English. Among the university's research institutes and centers are the Center for East Asian History, the Nano/Bio Fusion Technology Research Center and the Zero Emission Center.
Northwestern Polytechnical University	127 West Youyi Road Xi'an, Shaanxi, 710072 China	http://en.nwpu.edu.cn/	
University of Alberta	114 Street, 89 Avenue Edmonton, Alberta T6G 2R3 Canada	http://www.ualberta.ca/	The University of Alberta is a public institution that was founded in 1908. Located in the province of Alberta in Western Canada, around 80 percent of the university's students study at the undergraduate level. The university is made up of five campuses, four of which are in the city of Edmonton, including the main North Campus, which covers around 50 city blocks. The university's fifth site, the Augustana Campus, is located roughly an hour away from Edmonton in the rural city of Camrose. Some 1,000 students study at the smaller Augustana Campus, which focuses on liberal arts and sciences. The university offers studies in a range of disciplines, such as arts, business, engineering and medicine. English is the language of instruction, with the exception of the university’s Campus Saint-Jean, where French is the primary language. More than 20 percent of the University of Alberta student body is international, and tuition costs are higher for these students. The school’s academic calendar is made up of fall and winter terms, as well as shorter, optional spring and summer terms. University housing is available for undergraduate and graduate students in Edmonton and at the Augustana campus. The University of Alberta is affiliated with major research institutions, such as the multidisciplinary National Institute for Nanotechnology. The university also has more than 400 research, teaching and exchange agreements with schools and other organizations around the world, such as the University of Munich in Germany and the University of Western Australia. The University of Alberta is a public institution that was founded in 1908. Located in the province of Alberta in Western Canada, around 80 percent of the university's students study at the undergraduate level. The university is made up of five campuses, four of which are in the city of Edmonton, including the main North Campus, which covers around 50 city blocks. The university's fifth site, the Augustana Campus, is located roughly an hour away from Edmonton in the rural city of Camrose. Some 1,000 students study at the smaller Augustana Campus, which focuses on liberal arts and sciences. The university offers studies in a range of disciplines, such as arts, business, engineering and medicine. English is the language of instruction, with the exception of the university’s Campus Saint-Jean, where French is the primary language. More than 20 percent of the University of Alberta student body is international, and tuition costs are higher for these students. The school’s academic calendar is made up of fall and winter terms, as well as shorter, optional spring and summer terms. University housing is available for undergraduate and graduate students in Edmonton and at the Augustana campus. The University of Alberta is affiliated with major research institutions, such as the multidisciplinary National Institute for Nanotechnology. The university also has more than 400 research, teaching and exchange agreements with schools and other organizations around the world, such as the University of Munich in Germany and the University of Western Australia.
University of Maryland  College Park	College Park, Maryland 20742-5025 United States	http://www.maryland.edu	
University of Surrey	Guildford Surrey, GU2 7XH United Kingdom	http://www.surrey.ac.uk/	
Arizona State University  Tempe	Tempe, Arizona 85287 United States	http://www.asu.edu	
Central South University	Yuelu Changsha, Hunan 410083 China	http://iecd.csu.edu.cn/en-US/	
University of Michigan  Ann Arbor	500 S. State St. Ann Arbor, Michigan 48109 United States	http://www.umich.edu	The University of Michigan—Ann Arbor is a public institution that was founded in 1817 and made the city of Ann Arbor its permanent home in 1837. The university’s campus is located just less than 45 miles west of Detroit. More than 40,000 students attend the University of Michigan—Ann Arbor, and around 65 percent of them study at the undergraduate level. The institution hosts international students from more than 110 countries. Tuition costs are higher for out-of-state students. The academic calendar is based on a trimester system at many but not all of the university’s schools. The primary language of instruction is English, but the university teaches more than 65 foreign languages. The university guarantees housing for incoming freshmen as well as offers a variety of housing options for all students. The university comprises 19 schools and colleges, including schools of business, pharmacy and social work. Some of the most popular majors for undergraduates are business, psychology and economics. Among the highly ranked graduate schools at the university are the College of Engineering, the Law School and the Stephen M. Ross School of Business. The University of Michigan Hospitals and Health Centers are highly ranked in several specialties. The university's research expenditures have topped $1 billion in the last several years; the discipline that receives the highest percentage of the research dollars is medical sciences. Among the many research centers at the university are the Chronic Pain and Fatigue Research Center, the Ground Robotics Research Center and the Addiction Research Center. The University of Michigan—Ann Arbor is a public institution that was founded in 1817 and made the city of Ann Arbor its permanent home in 1837. The university’s campus is located just less than 45 miles west of Detroit. More than 40,000 students attend the University of Michigan—Ann Arbor, and around 65 percent of them study at the undergraduate level. The institution hosts international students from more than 110 countries. Tuition costs are higher for out-of-state students. The academic calendar is based on a trimester system at many but not all of the university’s schools. The primary language of instruction is English, but the university teaches more than 65 foreign languages. The university guarantees housing for incoming freshmen as well as offers a variety of housing options for all students. The university comprises 19 schools and colleges, including schools of business, pharmacy and social work. Some of the most popular majors for undergraduates are business, psychology and economics. Among the highly ranked graduate schools at the university are the College of Engineering, the Law School and the Stephen M. Ross School of Business. The University of Michigan Hospitals and Health Centers are highly ranked in several specialties. The university's research expenditures have topped $1 billion in the last several years; the discipline that receives the highest percentage of the research dollars is medical sciences. Among the many research centers at the university are the Chronic Pain and Fatigue Research Center, the Ground Robotics Research Center and the Addiction Research Center.
King Abdullah University of Science   Technology	4700 King Abdullah University of Science & Technology Thuwal, 23955-6900 Saudi Arabia	http://www.kaust.edu.sa/	
Universite de Lyon  ComUE	92 Rue Pasteur Lyon, 69007 France	https://www.universite-lyon.fr/version-anglaise/udl-en-6709.kjsp	
Dalian University of Technology	No.2 Linggong Road Dalian City, Liaoning 116024 China	http://wwwold.dlut.edu.cn/en/	
University of California  Los Angeles	405 Hilgard Avenue Los Angeles, California 90095 United States	http://www.ucla.edu/	The University of California—Los Angeles, commonly referred to as UCLA, is a public institution that was founded in 1919. It is one of the most applied-to universities in the U.S. Around 70 percent of the university's student body studies at the undergraduate level, and roughly 12 percent of undergraduates and more than 20 percent of graduate students at UCLA are international. Students who are not California residents must pay a supplemental tuition. UCLA guarantees three years of housing to freshman undergraduates, and some university housing is available for graduate students as well. Undergraduate studies take place across five academic divisions at UCLA: letters and science; arts and architecture; engineering and applied science; nursing; and theater, film and television. Some of the most popular majors for undergraduate students are political science, business economics and biology. Among the university’s highly ranked graduate schools are the Anderson School of Management, the David Geffen School of Medicine and the Henry Samueli School of Engineering and Applied Science. The Ronald Reagan UCLA Medical Center, the university’s primary teaching hospital, is a highly regarded medical facility. Most of the university’s schools use a quarter-based academic calendar, and English is the language of instruction. Since 2009-2010, the university has received an average of $1 billion for research each year. UCLA has more than 350 research labs, centers and institutes, and nearly 300 of these facilities are dedicated to medical research. Undergraduates can assist faculty with research at UCLA – and earn academic credit – by participating in the Student Research Program. The University of California—Los Angeles, commonly referred to as UCLA, is a public institution that was founded in 1919. It is one of the most applied-to universities in the U.S. Around 70 percent of the university's student body studies at the undergraduate level, and roughly 12 percent of undergraduates and more than 20 percent of graduate students at UCLA are international. Students who are not California residents must pay a supplemental tuition. UCLA guarantees three years of housing to freshman undergraduates, and some university housing is available for graduate students as well. Undergraduate studies take place across five academic divisions at UCLA: letters and science; arts and architecture; engineering and applied science; nursing; and theater, film and television. Some of the most popular majors for undergraduate students are political science, business economics and biology. Among the university’s highly ranked graduate schools are the Anderson School of Management, the David Geffen School of Medicine and the Henry Samueli School of Engineering and Applied Science. The Ronald Reagan UCLA Medical Center, the university’s primary teaching hospital, is a highly regarded medical facility. Most of the university’s schools use a quarter-based academic calendar, and English is the language of instruction. Since 2009-2010, the university has received an average of $1 billion for research each year. UCLA has more than 350 research labs, centers and institutes, and nearly 300 of these facilities are dedicated to medical research. Undergraduates can assist faculty with research at UCLA – and earn academic credit – by participating in the Student Research Program.
University of Oxford	Wellington Square Oxford, OX1 2JD United Kingdom	http://www.ox.ac.uk/	The exact date of the University of Oxford’s founding is unknown, but the school traces its roots back to at least 1096. Oxford is located around 60 miles northwest of London, and around 45 percent of its student body is made up of graduate students. More than half of Oxford’s graduate students conduct research as part of their studies. Research at Oxford takes place in all four of its academic divisions: humanities; mathematical, physical and life sciences; medical sciences; and social sciences. Oxford’s academic calendar is divided into three terms – Michaelmas (fall), Hilary (spring) and Trinity (summer) – each eight weeks long. The language of instruction at the university is English. The University of Oxford is made up of a central university; 38 colleges; and six Permanent Private Halls, which tend to be smaller than colleges and offer fewer subjects. The colleges at Oxford are each equipped with a dining hall, common room and library. Undergraduates are guaranteed college housing for their freshman year and can often continue to live there during the later years of their studies. Graduate students are not guaranteed housing but some colleges may have space for them during their first year, especially for international students. Tuition costs are higher for non-European Union students. The university and its academic departments and colleges, as well as dozens of external organizations, have made more than 900 scholarships available for graduate students. The exact date of the University of Oxford’s founding is unknown, but the school traces its roots back to at least 1096. Oxford is located around 60 miles northwest of London, and around 45 percent of its student body is made up of graduate students. More than half of Oxford’s graduate students conduct research as part of their studies. Research at Oxford takes place in all four of its academic divisions: humanities; mathematical, physical and life sciences; medical sciences; and social sciences. Oxford’s academic calendar is divided into three terms – Michaelmas (fall), Hilary (spring) and Trinity (summer) – each eight weeks long. The language of instruction at the university is English. The University of Oxford is made up of a central university; 38 colleges; and six Permanent Private Halls, which tend to be smaller than colleges and offer fewer subjects. The colleges at Oxford are each equipped with a dining hall, common room and library. Undergraduates are guaranteed college housing for their freshman year and can often continue to live there during the later years of their studies. Graduate students are not guaranteed housing but some colleges may have space for them during their first year, especially for international students. Tuition costs are higher for non-European Union students. The university and its academic departments and colleges, as well as dozens of external organizations, have made more than 900 scholarships available for graduate students.
Michigan State University	East Lansing, Michigan 48824 United States	http://www.msu.edu/	
Deakin University	221 Burwood Highway Burwood, Victoria 3125 Australia	http://www.deakin.edu.au/	
Vienna University of Technology	Karlsplatz 13 Vienna, 1040 Austria	http://www.tuwien.ac.at/en/tuwien_home/	
Cornell University	Ithaca, New York 14853 United States	http://www.cornell.edu	Cornell University is a private institution that was founded in 1865. The Ivy League school is located in Ithaca, New York, which is about 220 miles northwest of New York City. In a recent year, Cornell enrolled more than 21,000 students, about 65 percent of whom were studying at the undergraduate level. The same year, around 20 percent of the total student body was international. Domestic and international students pay the same tuition at Cornell, and various types of university student housing are offered, including themed residence halls as well as apartments for graduate and professional students. The university has 14 colleges and schools, including seven undergraduate divisions in addition to graduate and professional divisions located in Ithaca, New York City and Doha, Qatar. The undergraduate colleges offer studies in agriculture and life sciences; architecture, art and planning; arts and sciences; business; engineering; human ecology; and industrial and labor relations. The university follows a semester-based academic calendar, and English is the language of instruction. Cornell offers English language courses and other resources, such as a language partner program, for international students. Research opportunities are available for both undergraduate and graduate Cornell students. One such offering that undergrads can take advantage of is the Food Science Summer Scholar Program, a 10-week program that provides students with stipends. A sampling of the university's research centers includes the Cornell Center for Comparative and Population Genomics, the Center for the Study of Inequality and the Center for Advanced Computing. Cornell University is a private institution that was founded in 1865. The Ivy League school is located in Ithaca, New York, which is about 220 miles northwest of New York City. In a recent year, Cornell enrolled more than 21,000 students, about 65 percent of whom were studying at the undergraduate level. The same year, around 20 percent of the total student body was international. Domestic and international students pay the same tuition at Cornell, and various types of university student housing are offered, including themed residence halls as well as apartments for graduate and professional students. The university has 14 colleges and schools, including seven undergraduate divisions in addition to graduate and professional divisions located in Ithaca, New York City and Doha, Qatar. The undergraduate colleges offer studies in agriculture and life sciences; architecture, art and planning; arts and sciences; business; engineering; human ecology; and industrial and labor relations. The university follows a semester-based academic calendar, and English is the language of instruction. Cornell offers English language courses and other resources, such as a language partner program, for international students. Research opportunities are available for both undergraduate and graduate Cornell students. One such offering that undergrads can take advantage of is the Food Science Summer Scholar Program, a 10-week program that provides students with stipends. A sampling of the university's research centers includes the Cornell Center for Comparative and Population Genomics, the Center for the Study of Inequality and the Center for Advanced Computing.
King s College London	Strand London, WC2R 2LS United Kingdom	http://www.kcl.ac.uk/index.aspx	
University of Southampton	University Road Southampton, SO17 1BJ United Kingdom	http://www.southampton.ac.uk/	
Beijing Jiaotong University	No.3 Shangyuancun Beijing, 100044 China	http://en.bjtu.edu.cn/	
Tongji University	1239 Siping Road Shanghai China	http://www.tongji.edu.cn/english/	
Northeastern University   China	No.11, Lane 3, WenHua Road Shenyang, 110819 China	http://www.neu.edu.cn/	
Pennsylvania State University  University Park	201 Old Main University Park, Pennsylvania 16802 United States	http://www.psu.edu	
University of Qatar	P. O. Box: 2713 Doha, Qatar Qatar	http://www.qu.edu.qa/	
China University of Geosciences	388 Lumo Rd, Hongshan Wuhan, Hubei China		
Korea University	145, Anam-ro, Seongbuk-gu Seoul, 02841 South Korea	http://www.korea.ac.kr/mbshome/mbs/en/index.do	Korea University is a private institution that was founded in 1905. Originally called Bosung College, the university received its current name in 1946. The South Korean university has two campuses – one in Seoul and another in Sejong – located about 80 miles from each other. The Seoul campus is the larger of the two; more than three-quarters of the university’s students study there. Tuition is the same for domestic and international students, and some university- and government-sponsored scholarships are available for non-Korean students. University housing is available, and residences for international students include the CJ International House and the Anam Global House. Foreign students can participate in a buddy program and a language partner program to help them better acclimate to life on campus. The university has undergraduate colleges and graduate schools that offer studies in a variety of subjects, including the liberal arts and sciences. It also has professional graduate schools, such as a law school, business school and school of medicine. The university is affiliated with the Ansan, Guro and Anam hospitals. Korean is the primary language of instruction, though some courses are offered in English. The academic divisions that offer the most English-taught courses are the Division of International Studies and the Korea University Business School. The university’s academic calendar is semester-based. Korea University’s research institutes include the KU Biodefense Research Institute, the Brain and Motivation Research Institute and the Research Institute for Information and Communication Technology. Korea University is a private institution that was founded in 1905. Originally called Bosung College, the university received its current name in 1946. The South Korean university has two campuses – one in Seoul and another in Sejong – located about 80 miles from each other. The Seoul campus is the larger of the two; more than three-quarters of the university’s students study there. Tuition is the same for domestic and international students, and some university- and government-sponsored scholarships are available for non-Korean students. University housing is available, and residences for international students include the CJ International House and the Anam Global House. Foreign students can participate in a buddy program and a language partner program to help them better acclimate to life on campus. The university has undergraduate colleges and graduate schools that offer studies in a variety of subjects, including the liberal arts and sciences. It also has professional graduate schools, such as a law school, business school and school of medicine. The university is affiliated with the Ansan, Guro and Anam hospitals. Korean is the primary language of instruction, though some courses are offered in English. The academic divisions that offer the most English-taught courses are the Division of International Studies and the Korea University Business School. The university’s academic calendar is semester-based. Korea University’s research institutes include the KU Biodefense Research Institute, the Brain and Motivation Research Institute and the Research Institute for Information and Communication Technology.
RMIT University	124 La Trobe Street Melbourne, VIC, 3000 Australia	https://www.rmit.edu.au/	
Aalborg University	Fredrik Bajers Vej 5 Aalborg, 9220 Denmark	http://www.en.aau.dk/	
